Ester,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Carboxylic Acid+Phenol,Unknown,Low,High,Medium,0.54,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Carboxylic Acid+Ester,Unknown,Low,High,Medium,0.4,Novel,Predicted theoretical compound,No
Acid Chloride+Nitro+Thiol,Unknown,Medium,Low,Low,0.52,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid+Nitrile,Unknown,Medium,High,Medium,0.68,Novel,Predicted theoretical compound,No
Ester+Ether+Thiol,Unknown,Medium,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Sulfonamide,Unknown,Low,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Acid Chloride+Amine,Unknown,Medium,Medium,Low,0.67,Novel,Predicted theoretical compound,No
Sulfide+Sulfonamide,Unknown,Medium,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Alkene+Ester+Ketone,Unknown,Low,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Aromatic Ring+Phenol,Unknown,Low,Low,High,0.51,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Medium,Medium,0.88,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Low,Medium,Medium,0.8,Seen,Rule-consistent known chemical class,Yes
Amide+Ketone,Unknown,Medium,High,High,0.59,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Amine+Halide,Unknown,High,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alkene+Ether+Nitrile,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitro,Nitro Aromatic Compound,High,Low,High,0.88,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring,Aromatic Compound,Low,Low,High,0.94,Seen,Rule-consistent known chemical class,Yes
Alkene+Ether+Heterocycle,Unknown,Low,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Alkyne+Ester+Sulfonamide,Unknown,Medium,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Alkyne+Amide+Carboxylic Acid,Unknown,Medium,High,High,0.47,Novel,Predicted theoretical compound,No
Carboxylic Acid+Phenol+Thiol,Unknown,Medium,High,Medium,0.55,Novel,Predicted theoretical compound,No
Ether+Phenol,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Nitrile,Unknown,Medium,High,Medium,0.47,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.8,Seen,Rule-consistent known chemical class,Yes
Nitrile+Phenol+Thiol,Unknown,Medium,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Alkene+Aromatic Ring+Sulfonamide,Unknown,Medium,Low,High,0.66,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Ester,Unknown,Low,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Amine+Phenol,Unknown,Low,Low,Medium,0.45,Novel,Predicted theoretical compound,No
Heterocycle+Sulfide,Unknown,Medium,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Alcohol+Alkene+Sulfide,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Halide+Ketone,Unknown,High,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Aldehyde+Alkyne+Amide,Unknown,Medium,High,High,0.68,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Low,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Ether+Sulfonamide,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene+Thiol,Unknown,Medium,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Ether+Nitro+Phenol,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alkyne+Ketone+Nitro,Unknown,High,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Ether+Thiol,Unknown,Medium,Medium,Medium,0.41,Novel,Predicted theoretical compound,No
Alkene+Heterocycle,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Alkene+Sulfide+Thiol,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring,Aromatic Compound,Low,Low,High,0.82,Seen,Rule-consistent known chemical class,Yes
Alcohol+Amine+Nitro,Unknown,High,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Nitro,Unknown,High,High,Medium,0.51,Novel,Predicted theoretical compound,No
Amide+Carboxylic Acid+Halide,Unknown,High,High,High,0.47,Novel,Predicted theoretical compound,No
Aldehyde+Ketone,Unknown,Low,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring,Unknown,Low,Low,High,0.49,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Medium,Low,0.76,Seen,Rule-consistent known chemical class,Yes
Amine,Unknown,Medium,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Aromatic Ring+Sulfonamide,Unknown,Medium,Low,High,0.61,Novel,Predicted theoretical compound,No
Nitrile+Thiol,Unknown,Medium,Medium,Medium,0.7,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Alkyne+Ether+Sulfide,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.91,Seen,Rule-consistent known chemical class,Yes
Ether,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Nitro+Phenol,Unknown,High,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alcohol+Nitro,Unknown,High,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Low,Medium,0.94,Seen,Rule-consistent known chemical class,Yes
Alcohol+Thiol,Unknown,Medium,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid+Nitro,Unknown,High,High,Medium,0.47,Novel,Predicted theoretical compound,No
Acid Chloride+Amide+Thiol,Unknown,Medium,High,High,0.41,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.55,Novel,Predicted theoretical compound,No
Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.5,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Aromatic Ring+Ester+Sulfide,Unknown,Medium,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Phenol+Sulfonamide,Unknown,Low,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Acid Chloride+Amide+Halide,Unknown,High,High,High,0.55,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Ether,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.69,Novel,Predicted theoretical compound,No
Ether+Thiol,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Low,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Alkyne+Aromatic Ring+Phenol,Unknown,Medium,Low,High,0.41,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Alkyne+Heterocycle,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Nitro+Sulfide,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Amide+Nitro+Thiol,Unknown,High,Low,High,0.68,Novel,Predicted theoretical compound,No
Alcohol+Amide+Aromatic Ring,Unknown,Medium,High,High,0.67,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid,Ester,Low,High,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Amide,Unknown,Low,High,High,0.51,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Low,Medium,0.45,Novel,Predicted theoretical compound,No
Alcohol+Amine,Amide,Medium,High,High,0.84,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Aromatic Ring+Ether,Unknown,Medium,Low,High,0.68,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Thiol,Unknown,Medium,Low,Low,0.61,Novel,Predicted theoretical compound,No
Alcohol+Ester,Unknown,Low,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring+Ketone,Unknown,Low,Low,High,0.66,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring,Unknown,Low,Low,High,0.7,Novel,Predicted theoretical compound,No
Alcohol+Amine,Amide,Medium,High,High,0.91,Seen,Rule-consistent known chemical class,Yes
Ether+Heterocycle+Thiol,Unknown,Medium,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Amine+Ketone,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Alcohol+Halide+Ketone,Unknown,High,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether,Unknown,Medium,High,Medium,0.65,Novel,Predicted theoretical compound,No
Alcohol+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Halide+Sulfide,Unknown,Medium,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Acid Chloride+Sulfonamide,Unknown,Medium,Low,Low,0.47,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.86,Seen,Rule-consistent known chemical class,Yes
Alkene+Ester+Sulfide,Unknown,Medium,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Aldehyde+Ether+Halide,Unknown,High,Low,Medium,0.45,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.68,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Sulfonamide,Unknown,Low,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Amine+Phenol+Sulfonamide,Unknown,Low,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ester+Sulfonamide,Unknown,Low,High,Medium,0.62,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Alcohol+Amine,Amide,Medium,High,High,0.78,Seen,Rule-consistent known chemical class,Yes
Amine+Halide+Heterocycle,Unknown,High,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Alkene+Aromatic Ring,Unknown,Medium,Low,High,0.64,Novel,Predicted theoretical compound,No
Alkene+Ether,Unknown,Low,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Medium,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Alcohol+Aldehyde+Carboxylic Acid,Unknown,Low,High,Medium,0.5,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Amide+Carboxylic Acid+Sulfide,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Amide+Ketone,Unknown,Low,High,High,0.42,Novel,Predicted theoretical compound,No
Aldehyde+Nitrile,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Acid Chloride+Halide,Unknown,High,Medium,Low,0.55,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Amine+Ether+Phenol,Unknown,Low,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Aldehyde+Carboxylic Acid+Phenol,Unknown,Low,High,Medium,0.4,Novel,Predicted theoretical compound,No
Nitrile+Thiol,Unknown,Medium,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Amide+Aromatic Ring+Ketone,Unknown,Low,Low,High,0.58,Novel,Predicted theoretical compound,No
Aldehyde+Ester+Phenol,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Aldehyde+Heterocycle+Sulfonamide,Unknown,Medium,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde,Unknown,Medium,Low,Low,0.45,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Carboxylic Acid+Nitro,Unknown,High,High,Medium,0.64,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alkene+Alkyne,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene,Unknown,Low,Medium,Low,0.41,Novel,Predicted theoretical compound,No
Aldehyde+Aromatic Ring+Phenol,Unknown,Low,Low,High,0.65,Novel,Predicted theoretical compound,No
Alkyne+Amide,Unknown,Medium,High,High,0.59,Novel,Predicted theoretical compound,No
Alkene+Halide,Unknown,High,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Ester+Thiol,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Ketone+Nitro+Thiol,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Amine+Thiol,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.6,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Amine+Heterocycle,Unknown,Medium,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Halide+Heterocycle,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alkene+Ketone,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.67,Novel,Predicted theoretical compound,No
Aromatic Ring+Ester,Unknown,Low,Low,High,0.56,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring+Nitro,Unknown,High,Low,High,0.66,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Alkene+Nitrile+Sulfide,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid,Unknown,Low,High,Medium,0.58,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Medium,Low,0.75,Seen,Rule-consistent known chemical class,Yes
Amine+Carboxylic Acid+Sulfonamide,Unknown,Medium,High,Medium,0.65,Novel,Predicted theoretical compound,No
Amine+Thiol,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.77,Seen,Rule-consistent known chemical class,Yes
Aldehyde,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Carboxylic Acid+Nitrile,Unknown,Medium,High,Medium,0.44,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Nitro+Sulfonamide,Unknown,High,High,Medium,0.63,Novel,Predicted theoretical compound,No
Aldehyde+Phenol+Sulfonamide,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Amide+Aromatic Ring,Unknown,Low,High,High,0.46,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.88,Seen,Rule-consistent known chemical class,Yes
Alkene+Halide+Nitrile,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.9,Seen,Rule-consistent known chemical class,Yes
Alcohol+Amide+Ketone,Unknown,Medium,High,High,0.52,Novel,Predicted theoretical compound,No
Alkyne+Ester+Ketone,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Halide+Nitro+Thiol,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Halide+Nitro+Sulfide,Unknown,High,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Ether+Sulfonamide,Unknown,Low,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Carboxylic Acid+Heterocycle,Unknown,Medium,High,Medium,0.51,Novel,Predicted theoretical compound,No
Ketone+Nitro,Unknown,High,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Alcohol+Sulfonamide,Unknown,Low,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.7,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Amide,Unknown,Medium,High,High,0.66,Novel,Predicted theoretical compound,No
Alkene+Thiol,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Halide,Unknown,High,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Acid Chloride+Alcohol+Heterocycle,Unknown,Low,Low,Low,0.46,Novel,Predicted theoretical compound,No
Aldehyde+Aromatic Ring+Heterocycle,Unknown,Low,Low,High,0.64,Novel,Predicted theoretical compound,No
Acid Chloride+Phenol,Unknown,Medium,Low,Low,0.43,Novel,Predicted theoretical compound,No
Ketone+Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.44,Novel,Predicted theoretical compound,No
Heterocycle+Nitrile+Sulfonamide,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Alkyne+Ether+Heterocycle,Unknown,Low,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Aromatic Ring+Ketone,Unknown,Low,Low,High,0.55,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid,Unknown,Medium,High,Medium,0.5,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.43,Novel,Predicted theoretical compound,No
Aromatic Ring+Heterocycle+Thiol,Unknown,Medium,Low,High,0.69,Novel,Predicted theoretical compound,No
Aromatic Ring+Carboxylic Acid,Unknown,Low,Low,High,0.65,Novel,Predicted theoretical compound,No
Halide+Heterocycle+Thiol,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Ketone+Nitrile+Sulfide,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Heterocycle+Ketone,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Acid Chloride+Nitrile+Sulfide,Unknown,Medium,Low,Low,0.61,Novel,Predicted theoretical compound,No
Heterocycle+Phenol,Unknown,Low,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Amine+Nitro+Thiol,Unknown,High,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Ketone,Unknown,Medium,High,Medium,0.65,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde+Ether,Unknown,Medium,Low,Low,0.43,Novel,Predicted theoretical compound,No
Aromatic Ring+Phenol,Unknown,Low,Low,High,0.47,Novel,Predicted theoretical compound,No
Ester+Heterocycle,Unknown,Low,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Heterocycle+Ketone,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Alcohol+Sulfide+Sulfonamide,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Amide+Ester,Unknown,Medium,High,High,0.51,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.66,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
